      0.000000000000      0.000000000000 0.0
      1.962619318670     -1.631014623769 0.0
     -1.962619318670     -1.631014623769 0.0
     -0.564971811885      1.479148124497 0.0
      0.564971811885      1.479148124497 0.0
     -1.316234634663     -2.212555522546 0.0
      1.316234634663     -2.212555522546 0.0
     -1.212676073208      1.616063589152 0.0
      1.212676073208      1.616063589152 0.0
      1.321458220556      0.142172335414 0.0
     -1.321458220556      0.142172335414 0.0
      2.034486946041     -0.603510804819 0.0
     -2.034486946041     -0.603510804819 0.0
     -1.964590302718      0.210579983587 0.0
      1.964590302718      0.210579983587 0.0
      0.335866930214      1.782462176118 0.0
     -0.335866930214      1.782462176118 0.0
      1.970514187921      0.922718366707 0.0
     -1.970514187921      0.922718366707 0.0
     -0.481449096918      1.237504927426 0.0
      0.481449096918      1.237504927426 0.0
     -2.309193300626     -0.636373133769 0.0
      2.309193300626     -0.636373133769 0.0
      0.092010158680      1.589277681508 0.0
     -0.092010158680      1.589277681508 0.0
      2.171804173161     -1.602620360042 0.0
     -2.171804173161     -1.602620360042 0.0
      1.310421141121     -1.478587176619 0.0
     -1.310421141121     -1.478587176619 0.0
     -0.492990573460     -2.126260890398 0.0
      0.492990573460     -2.126260890398 0.0
     -1.008250932787      0.831460960947 0.0
      1.008250932787      0.831460960947 0.0
      1.550814487451      1.627861399870 0.0
     -1.550814487451      1.627861399870 0.0
     -1.775837288677      0.450424588663 0.0
      1.775837288677      0.450424588663 0.0
     -0.009358581017     -2.412304561583 0.0
      0.009358581017     -2.412304561583 0.0
      2.095682268895     -2.435112629109 0.0
     -2.095682268895     -2.435112629109 0.0
      0.450093359000     -2.103904366727 0.0
     -0.450093359000     -2.103904366727 0.0
     -2.383712964392     -1.203340929015 0.0
      2.383712964392     -1.203340929015 0.0
      1.408640696574      2.440541006584 0.0
     -1.408640696574      2.440541006584 0.0
      1.300194020587     -1.750692480575 0.0
     -1.300194020587     -1.750692480575 0.0
     -2.329401557654     -2.160574186244 0.0
      2.329401557654     -2.160574186244 0.0
      1.030996771852     -0.549690525794 0.0
     -1.030996771852     -0.549690525794 0.0
     -1.695550365999      1.473039418483 0.0
      1.695550365999      1.473039418483 0.0
      1.751293564629     -0.586682023007 0.0
     -1.751293564629     -0.586682023007 0.0
     -0.840102009822     -0.490986814163 0.0
      0.840102009822     -0.490986814163 0.0
      1.949255545756     -1.986475456526 0.0
     -1.949255545756     -1.986475456526 0.0
     -1.324883301596     -1.053142493318 0.0
      1.324883301596     -1.053142493318 0.0
      0.303868284441     -1.804268488831 0.0
     -0.303868284441     -1.804268488831 0.0
     -0.486315609749      0.887882009625 0.0
      0.486315609749      0.887882009625 0.0
      0.541203668616      1.221906784398 0.0
